ID,ID Centro de Distribución,ID Solicitante,ID Laboratorio,Nombre,Nombre Generado,Características,ID Forma Farmacéutica,Cantidad,ID Medida Peso/Tamaño,ID Tipo Empaque,Talla/Capacidad,Calibre/Grosor/Diámetro,Descripción Oferta Especial,Vencimiento Registro Sanitario,Número Registro Sanitario,Código de Barras,ID Tipo de Impuesto,ID Clasificación,Es Controlado,Es Refrigerado,Uso Hospitalario,Requiere Receta Retenida,Uso Crónico,Para Farmacias Propias,Para Farmacias Independientes,Para Uso Institucional/Hospitalario,Es Ruteado,Para Venta al por Mayor,Para Autoservicio,Es Borrador,Activo
197,,,,Sidra Espumosa Wells Uva,ALZA SIDRA ESPUMOSA WELLS UVA 750ML OTROS (RUTEO) FRASCO,,,750,,,,,,2030-02-27,B-22937,7.40101E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,
198,,,,ALMOHADILLA DE AXILA PAR ,RENTA MEDICA  ALMOHADILLA DE AXILA PAR  ALMOHADILLA DE AXILA PAR  1 BARRA BOLSA,para uno en muletas,,1,,,,,,2025-09-10,PF-123456,8.49585E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,,
199,,,,BENEDORM TAB SUBLINGUAL ,HOSPI BENEDORM TAB SUBLINGUAL 5 MG C/20 5 MG 0 20G TABLETA SUBLINGUAL CAJA 0 (0),5 MG,,20,,,0,0,0,2029-04-03,PF-65019-2024,7.50112E+12,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,
200,,,,AC-NORM NORMALIZING LOTION FREZYDERM,FREZYDERM (GRECIA) AC-NORM NORMALIZING LOTION FREZYDERM 1ML LOCION CAJA,,,1,,,,,,2030-02-13,PT-127922,5.20289E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,
201,,,,ENFAMIL PROMENTAL 0-12 MESES 1.35 KG,ENFAMIL PROMENTAL 0-12 MESES 1.35 KG 1.35KG POLVO BOTE,,,135,,,,,,2029-06-13,A-103006,7.50621E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
202,,,,COLCHON ELECTRICO ANTIESCARAS,RENTA MEDICA/ ALEJANDRO CASTILLO  COLCHON ELECTRICO ANTIESCARAS 0 BARRA CAJA,,,1,,,,,,2025-09-11,NO  APLICA,8.84153E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,,
203,,,,ARIEL REGULAR PWD 500GR,ARIEL REGULAR PWD 500GR POLVO 1 OTROS (RUTEO) BOLSA,Polvo,,1,,,,,,2027-07-29,6870,7.50101E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,
204,,,,SENSIBIO EYE+ 15ML,"SENSIBIO EYE+ 15ML CONTORNO DE OJOS ANTIFATIGA PARA OJOS SENSIBLES. ACTÚA SOBRE OJERAS, BOLSAS Y LÍNEAS FINAS. CALMA,  HIDRATA Y REFUERZA LA BARRERA CUTÁNEA.

 1ML CREMA FACIAL CAJA 15ML","Contorno de ojos antifatiga para ojos sensibles. Actúa sobre ojeras, bolsas y líneas finas. Calma,  Hidrata y refuerza la barrera cutánea.

",,1,,,15ml,,,2030-09-12,PT-132567,3.70113E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,
205,,,,ARIEL PWD TOQUE DOWNY 800GR,ARIEL PWD TOQUE DOWNY 800GR 1 OTROS (RUTEO) BOLSA,,,1,,,,,,2030-08-26,6176,7.50044E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,
206,,,,GEL FIJADOR SUPER FIX MUJER,SUPER FIX GEL FIJADOR SUPER FIX MUJER BIOTINA 1G GEL BOTE 275,BIOTINA,,1,,,275,,,2028-08-22,PT-119042,7.50302E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,,
207,,,,SENSIBIO GEL MOUSSANT 500ML + PHOTODERM AQUAFLUIDO NEUTRO SPF50+ 40ML,SENSIBIO GEL MOUSSANT 500ML + PHOTODERM AQUAFLUIDO NEUTRO SPF50+ 40ML PACK  DE GEL MICELAR LIMPIADOR Y CALMANTE QUE REFUERZA LA HIDRATACIÓN NATURAL DE LA PIEL+PROTECTOR SOLAR HIDRATANTE DE TEXTURA LIGERA COMO EL AGUA. 1ML CREMA FACIAL BOTE 500ML-40ML,Pack  de gel micelar limpiador y calmante que refuerza la hidratación natural de la piel+Protector solar hidratante de textura ligera como el agua.,,1,,,500ml-40ml,,,2028-05-22,PT-117533,6.77144E+11,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
208,,,,AGE LIFT SOIN LISSANT REGARD FP ,URIAGE AGE LIFT SOIN LISSANT REGARD FP  COTORNO DE OJOS  15ML CREMA FACIAL CAJA 1,COTORNO DE OJOS ,,15,,,1,,,2030-06-03,PT - 129921,3.66143E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,
209,,,,BARIEDERM CICA DAILY SERUM FP ,URIAGE BARIEDERM CICA DAILY SERUM FP  SERUM REPARADOR  30ML CREMA CAJA 1,SERUM REPARADOR ,,30,,,1,,,2030-05-27,PT-129748,3.66143E+11,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,
210,,,,Bicardia Bisoprolol 10mg,BICARDIA BISOPROLOL 10MG 30UNIDAD COMPRIMIDO RECUBIERTO CAJA (PROGRAMA SALUD 2+1),,,30,,,,,Programa Salud 2+1,2028-09-01,PF-624741,7.40111E+12,,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
211,,,,ATOPREL CREMA DE BAÑO FREZYDERM,FREZYDERM (GRECIA) ATOPREL CREMA DE BAÑO FREZYDERM 1ML CREMA FRASCO,,,1,,,,,,2030-02-13,PT-127938,5.20289E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,
212,,,,BARIEDERM CICA ONGUENT P ,URIAGE BARIEDERM CICA ONGUENT P  UNGUENTO AISLANTE Y REPARADOR  40ML UNGUENTO CAJA 1,UNGUENTO AISLANTE Y REPARADOR ,,40,,,1,,,2030-05-27,PT-129773,3.66143E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,
213,,,,Panadol Rapid x16 CAM,PANADOL RAPID X16 CAM 16 TABLETA RECUBIERTA SACHET,,,16,,,,,,2029-09-17,PF-43409-2024,7.45108E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,
214,,,,Curitas Transpiel Surtidas,CURITAS TRANSPIEL SURTIDAS RESISTENTES AL AGUA CON BARRERA ANTI-BACTERIAL  20UNIDAD PARCHE CAJA,Resistentes al agua con barrera anti-bacterial ,,20,,,,,,2030-05-16,PQM-19127,7.702E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
215,,,,Prudence Lub Sabor a Uva,CODIMISA PRUDENCE LUB SABOR A UVA SABOR Y AROMA UVA 75ML GEL FRASCO 75,Sabor y aroma uva,,75,,,75,,,2029-05-03,PMQ-18504,7.50221E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
216,,,,SiS Beta Fuel Gel Dual Source Neutral,"CTRL SIS BETA FUEL GEL DUAL SOURCE NEUTRAL 40 GR DE CARBOHIDRATOS, DOS FUENTES DE ENERGÍA, FRUCTUOSA Y MALTODEXTRINA, SIN SABOR. 5 CENTIMETROS 30ML GEL SACHET 16 CENTRIMETROS","40 gr de carbohidratos, dos fuentes de energía, fructuosa y maltodextrina, sin sabor.",,30,,,16 centrimetros,5 centimetros,,2030-08-07,A-107867,5.02532E+12,,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,,
217,,,,RODIXABAN 10 MG,CTRL RODIXABAN 10 MG 10 TABLETA RECUBIERTA CAJA,,,10,,,,,,2029-12-19,RMG-F133121112024,7.41E+12,,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,
218,,,,SENSIBIO AR+ CREMA,"SENSIBIO AR+ CREMA -CALMA INMEDIATAMENTE LA SENSACIÓN MOLESTA PRODUCIDA POR EL ENROJECIMIENTO DE LA PIEL.
- REDUCE VISIBLEMENTE Y DE FORMA DURADERA LAS ROJECES Y LA FORMACIÓN DE PEQUEÑOS VASOS SANGUÍNEOS.

 1ML CREMA FACIAL CAJA 40ML","-Calma inmediatamente la sensación molesta producida por el enrojecimiento de la piel.
- Reduce visiblemente y de forma duradera las rojeces y la formación de pequeños vasos sanguíneos.

",,1,,,40ML,,,2030-10-22,PT-132906,3.70113E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,
219,,,,Curitas Deo Silver Active para pies,CURITAS DEO SILVER ACTIVE PARA PIES ANTI-TRANSPIRANTE ANTIBACTERIAL 150ML SOLUCION SPRAY BOTE,Anti-Transpirante Antibacterial,,150,,,,,,2030-05-08,PT-129457,4.00581E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,,
220,,,,PRE SPORT,TRINIDAD PRE SPORT TERMO ACTIVADOR MUSCULAR 110ML LIQUIDO FRASCO CAJA,TERMO ACTIVADOR MUSCULAR,,110,,,CAJA,,,2026-09-07,PF-53251-2021,7.404E+13,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,
221,,,,ATLIPOS 20 MG,"ATLIPOS 20 MG TABLETA RECUBIERTA , CARDIOMETABOLICA, COLESTEROL 1 TABLETA CAJA","TABLETA RECUBIERTA , CARDIOMETABOLICA, COLESTEROL",,1,,,,,,2029-05-20,PF 65289,8.90416E+12,,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,
222,,,,SINEURAL 150 MG,CTRL SINEURAL 150 MG 30 CAPSULA CAJA,,,30,,,,,,2029-06-27,PF-65433,7.40113E+12,,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,
223,,,,NIVEA TONO NATURAL VELVET ROMANCE ,BDF NIVEA TONO NATURAL VELVET ROMANCE  ANTITRANSPIRANTE 150ML SOLUCION SPRAY BOTE,ANTITRANSPIRANTE,,150,,,,,,2030-08-22,PT-131959,4.006E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,,
224,,,,MOPEN PLUS 875MG/125MG 14 SOBRES,MOPEN PLUS 875MG/125MG 14 SOBRES ANTIBIÓTICO QUE COMBATE INFECCIONES BACTERIANAS GRACIAS A LA COMBINACIÓN DE AMOXICILINA Y ÁCIDO CLAVULÁNICO 14 SOBRE POLVO CAJA,Antibiótico que combate infecciones bacterianas gracias a la combinación de amoxicilina y ácido clavulánico,,14,,,,,,2028-03-22,PF-62889-2023,7.40605E+11,,,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
225,,,,CAREJECT,CAREJECT SPRAY NASAL 1 X 10 ML A -1DOSIS SOLUCION NASAL SPRAY FRASCO 1 X 10 ML (10+3),SPRAY NASAL 1 X 10 ML,,-1,,,1 X 10 ML,A,10+3,2026-08-22,PMQ.18243,5.90572E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
226,,,,Gasa Delta 1x5 yardas,"GHL INTERNACIONAL HOSPI GASA DELTA 1X5 YARDAS GASA EN ROLLO, DE 1 POR 5 YARDAS
 1UNIDAD OTROS (RUTEO) CAJA 1*5 YARDAS","Gasa en rollo, de 1 por 5 yardas
",,1,,,1*5 yardas,,,2030-08-12,pmq 7070,7.40107E+12,,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,
227,,,,ISOFORM,IRONWRX ISOFORM PROTEINA HIDROLIZADA Y AISLADA DE SUERO DE LECHE SABOR CHOCOLATE 1800G POLVO BOTE,Proteina Hidrolizada y Aislada de suero de leche Sabor Chocolate,,1800,,,,,,2026-11-30,B40194,4.04008E+11,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
228,,,,PRUDENCE LUB NATURAL,PRUDENCE LUB NATURAL LUBRICANTE INTIMO 75ML GEL BOTE 75,LUBRICANTE INTIMO,,75,,,75,,,2029-05-06,PMQ-18504,1030203201,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
229,,,,CAREJET SPRAY NASAL,CAREJET SPRAY NASAL SPRAY NASAL CONTRA VIRUS BACTERIAS Y ALERGENOS FRASCO 10 ML.  1DOSIS SOLUCION NASAL SPRAY FRASCO 10 ML.,SPRAY NASAL CONTRA VIRUS BACTERIAS Y ALERGENOS FRASCO 10 ML. ,,1,,,10 ml.,,,2029-01-04,PMQ-18246,-5.90572E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
230,,,,PLEOBRAD 5 MG,PLEOBRAD 5ML TRATAMIENTO PARA SINTOMAS ALZHEIMER 30UNIDAD COMPRIMIDO BLISTER 30,Tratamiento para sintomas Alzheimer,,30,,,30,,,2028-09-11,PF-63898-2023,7.40108E+12,,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,,
231,,,,MÁS CALMA,MÁS CALMA REDUCTORES DE SONIDO GUDSLIP.  1 OTROS (RUTEO) CAJA,Reductores de sonido Gudslip. ,,1,,,,,,2027-11-30,4015281/CAT,8.43662E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,
232,,,,VASO PARA MUESTRA ESTERIL 02 SIN PALETA,RENTA MEDICA / ALEJANDRO CASTILLO  VASO PARA MUESTRA ESTERIL 02 SIN PALETA VASO PARA MUESTRA ESTERIL 02 SIN PALETA 1 BARRA BOLSA,,,1,,,,,,2030-07-28,PMQ-19437,1.00254E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,,
233,,,,SUPRALER CORT ,LAFAGE SUPRALER CORT  RINITIS ALÉRGICA SEVERA  10DOSIS TABLETA CAJA,Rinitis Alérgica severa ,,10,,,,,,2028-06-16,PF55721,7 401156 625315,,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,
234,,,,multivitaminas gummyhugs,MULTIVITAMINAS GUMMYHUGS GOMITAS  AYUDA A LA SALUD EN GENERAL  AYUDA A DESINTOXICAR EL HIGADO DE LOS EFECTOS TOXICOS DE LOS MEDICAMENTOS 1 GOMITAS BOTE,GOMITAS  AYUDA A LA SALUD EN GENERAL  AYUDA A DESINTOXICAR EL HIGADO DE LOS EFECTOS TOXICOS DE LOS MEDICAMENTOS,,1,,,,,,2029-07-19,PFD-65520,8.90422E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,
235,,,,PRUDENCE ANILLOS Y PUNTOS RETARDANTE ,PRUDENCE ANILLOS Y PUNTOS RETARDANTE  CON 3 UNIDADES 3UNIDAD OTROS (RUTEO) CAJA UNITALLA,con 3 unidades,,3,,,UNITALLA,,,2028-09-04,PMQ-17854,7.50221E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
236,,,,ISDIN Isdinceutics A.G.E Reverse Day 50ml,ISDIN ISDINCEUTICS A.G.E REVERSE DAY 50ML CREMA FACIAL ANTIEDAD DE DÍA QUE REMODELA EL ROSTRO 1ML CREMA FACIAL FRASCO 50ML,Crema facial antiedad de día que remodela el rostro,,1,,,50ml,,,2029-10-01,PT-125981,8.47E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,
237,,,,ETOFLAM 120mg TR B7 C14 + C7 ,ETOFLAM 120MG TR B7 C14 + C7  ETORICOXIB 21UNIDAD TABLETA RECUBIERTA CAJA (ATADO CAJA DE 14 TR + CAJA DE 7 TR),ETORICOXIB,,21,,,,,ATADO CAJA DE 14 TR + CAJA DE 7 TR,2028-01-16,PF-55586,7.40109E+12,,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,
238,,,,AEROSAL KLEIN,AEROSAL KLEIN SOLUCION NASAL ISOTONICA 1ML AERO INHALADOR CAJA 100,SOLUCION NASAL ISOTONICA,,1,,,100,,,2029-04-03,65014,7.40117E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,
239,,,,Ansiolife,"GREEN LIFE ANSIOLIFE SU FÓRMULA NATURAL AYUDA A REDUCIR EL ESTRÉS, RELAJAR LA MENTE Y MEJORAR LA CALIDAD DEL SUEÑO, PERMITIÉNDOTE DESPERTAR RENOVADO Y CON MÁS ENERGÍA 60ML LIQUIDO FRASCO 60 ML","Su fórmula natural ayuda a reducir el estrés, relajar la mente y mejorar la calidad del sueño, permitiéndote despertar renovado y con más energía",,60,,,60 ml,,,2028-08-08,PFD-63639,7.86211E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
240,,,,Sensodyne whitening + anti-sarro 90g,SENSODYNE WHITENING + ANTI-SARRO 90G 90 CREMA DOYPACK,,,90,,,,,,2027-02-02,PT-109570,7.89609E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,
241,,,,Curitas Tela Elástica,CURITAS TELA ELÁSTICA TELA FLEXIBLE CON BARRERA ANTI-BACTERIAL 20UNIDAD PARCHE CAJA,Tela flexible con barrera anti-bacterial,,20,,,,,,2030-01-27,PQM-19068,7.702E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
242,,,,ENFAMIL PROMENTAL ENFACARE,ENFAMIL PROMENTAL ENFACARE 385G POLVO BOTE,,,385,,,,,,2030-04-09,A-77487,7.50621E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
243,,,,BLAZE,BLAZE AMINOÁCIDOS Y ELECTROLITOS SABOR SANDÍA 450G POLVO BOTE,Aminoácidos y Electrolitos sabor Sandía,,450,,,,,,2027-08-31,B41882,7.40401E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
244,,,,GEL FIJADOR SUPER FIX ,SUPER FIX GEL FIJADOR SUPER FIX  PRINCESS 1G GEL BOTE 230,PRINCESS,,1,,,230,,,2028-08-07,PT-118781,7.50302E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,,
245,,,,TRITURADOR Y CORTADOR DE PASTILLAS ,TRITURADOR Y CORTADOR DE PASTILLAS  TRITURADOR Y CORTADOR DE PASTILLAS  1 BARRA BOLSA,plastico blanco,,1,,,,,,2025-09-09,NO APLICA,7.45847E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,,
246,,,,TIO NACHITO RECICLABLE 400ML/12,"GENOMMA LAB TIO NACHITO RECICLABLE 400ML/12 SHAMPOO  ALTURA (CM)	ANCHURA (CM)	PROF.     (CM) 22.5	8.2	3.9 1200ML CHAMPU CAJA 400 (N/A)",Shampoo ,,1200,,,400,"ALTURA (cm)	ANCHURA (cm)	PROF.     (cm) 22.5	8.2	3.9",N/A,2030-06-07,PT-128737,8100006981,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,
247,,,,ProBar Cookie,PROBAR COOKIE BARRA DE PROTEINA 12 BARRA CAJA,Barra de proteina,,12,,,,,,2030-03-24,230958,8.53152E+11,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
248,,,,HYSEAC GEL NETTOYANT T,URIAGE  HYSEAC GEL NETTOYANT T 150ML GEL CAJA 1,,,150,,,1,,,2030-06-06,PT-130032,3.66143E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,
249,,,,AGE ABSOLU DE NOCHE REDENSIFIANTE P,URIAGE AGE ABSOLU DE NOCHE REDENSIFIANTE P CREMA DE NOCHE 50ML CREMA FACIAL CAJA 1,CREMA DE NOCHE,,50,,,1,,,2030-05-29,PT-129745,3.66143E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,
250,,,,LOCION CLARIFICANTE PURIFICANTE,YVES ROCHER LOCION CLARIFICANTE PURIFICANTE CIERRA LOS POROS Y REDUCE LOS BRILLOS PARA UNA PIEL FRESCA Y SUAVEMENTE PURIFICADA. PREPARA LA PIEL PARA RECIBIR EL TRATAMIENTO. 1ML LOCION BOTE 150ML,cierra los poros y reduce los brillos para una piel fresca y suavemente purificada. Prepara la piel para recibir el tratamiento.,,1,,,150ML,,,2030-06-19,PT-130217,3.66001E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
251,,,,PRASUSAFE 10 MG ,PRASUSAFE 10 MG  COMPRIMIDOS RECUBIERTOS  1 COMPRIMIDO RECUBIERTO CAJA,COMPRIMIDOS RECUBIERTOS ,,1,,,,,,2026-11-17,PF 52878,8.90416E+12,,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,
252,,,,Ryaltris,RYALTRIS PULVERIZADOR NASAL DE DOBLE ACCIÓN PARA EL TRATAMIENTO DE LOS SÍNTOMAS DE LA RINITIS ALÉRGICA 120DOSIS SOLUCION NASAL SPRAY CAJA,Pulverizador nasal de doble acción para el tratamiento de los síntomas de la rinitis alérgica,,120,,,,,,2029-07-30,PF-65578-2024,7.40605E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
253,,,,ERGE,ERGE CÁPSULA DE COLOR BLANCO 30DOSIS CAPSULA BLISTER 40 G,Cápsula de color blanco,,30,,,40 g,,,2029-03-01,B-44786,401162-701010,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
254,,,,AC-NORM PEEL-OFF MASK FREZYDERM,FREZYDERM (GRECIA) AC-NORM PEEL-OFF MASK FREZYDERM 1ML MASCARILLA CAJA,,,1,,,,,,2030-02-11,PT-127930,5.20289E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,
255,,,,SEBO CLEAR ACTIVE,SEBO CLEAR ACTIVE LINEA DE CUIDADO FACIAL PIELES MIXTAS A GRASAS CON IMPERFECCIONES 1ML CREMA FACIAL CARTON 50ML,LINEA DE CUIDADO FACIAL PIELES MIXTAS A GRASAS CON IMPERFECCIONES,,1,,,50ML,,,2030-10-14,PT-95853,3.66001E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
256,,,,IRINA,HOSPI IRINA BUDESONIDA MICRONIZADA 0.5 MG/2ML SUSPENSION PARA NEBULIZACION 2 ML -2DOSIS SOLUCION INHALACION AMPOLLAS CAJA X 5 AMPOLLAS,Budesonida Micronizada 0.5 Mg/2ML suspension para nebulizacion,,-2,,,Caja x 5 Ampollas,2 ML,,2029-08-21,PF-65755 - 2024,8 906044 722484,,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,
257,,,,SEBO ACTIVE CLEAR SERUM ANTI IMPERFECCIONES PIELES MIXTAS A GRASAS,"SEBO ACTIVE CLEAR SERUM ANTI IMPERFECCIONES PIELES MIXTAS A GRASAS ESTE SUERO OFRECE UNA SOLUCIÓN NATURAL PARA UNA PIEL PURIFICADA, MATIFICADA Y UNA TEXTURA DE PIEL REFINADA. 1ML GOTAS FRASCO 30 ML","este suero ofrece una solución natural para una piel purificada, matificada y una textura de piel refinada.",,1,,,30 ml,,,2030-04-07,PT-128799,3.66001E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
258,,,,RODIXABAN 15 MG,CTRL RODIXABAN 15 MG 15 TABLETA RECUBIERTA CAJA,,,15,,,,,,2029-12-02,RMG-F134021112024,7.41E+12,,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,
259,,,,ISDIN Isdinceutics A.G.E Reverse Night 50ml,ISDIN ISDINCEUTICS A.G.E REVERSE NIGHT 50ML CREMA FACIAL REPARADORA DE NOCHE 50ML CREMA FACIAL FRASCO,Crema facial reparadora de noche,,50,,,,,,2029-10-01,PT-125982,8.42942E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,
260,,,,**COLÁGENO HIDROLIZADO ENLAFARMA * 15 SOBRES**,**COLÁGENO HIDROLIZADO ENLAFARMA * 15 SOBRES** 15 SOBRE POLVO CAJA,,,15,,,,,,2029-08-27,45778,2.35074E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,
261,,,,CUREBAND GASAS ANTIADHERENTES ,HOSPI CUREBAND GASAS ANTIADHERENTES  12UNIDAD OTROS (RUTEO) SOBRES (ESTE ES UN REEMPLAZO DE PRODUCTO.  EL CÓDIGO ACTUAL DE ESTE ARTÍCULO EN BOFASA ES P023881),,,12,,,,,Este es un reemplazo de producto.  El código actual de este artículo en BOFASA es P023881,2027-10-18,PMQ8230,7.70206E+12,,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,,
262,,,,CERAVE MINI GEL LIMP 88 ML,CERAVE MINI GEL LIMP 88 ML GEL LIMPIADOR ESPUMOSO 1ML GEL BOTE,GEL LIMPIADOR ESPUMOSO,,1,,,,,,2028-07-10,118319,3.33788E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,
